unitWeaponID	sortWeap	sort2	comment(s)	weapsOn	acquire	minRange	castpt	castbsw	launchX	launchY	launchZ	launchSwimZ	impactZ	impactSwimZ	weapType1	targs1	showUI1	rangeN1	RngTst	RngBuff1	atkType1	weapTp1	cool1	mincool1	dice1	sides1	dmgplus1	dmgUp1	mindmg1	avgdmg1	maxdmg1	dmgpt1	backSw1	Farea1	Harea1	Qarea1	Hfact1	Qfact1	splashTargs1	targCount1	damageLoss1	spillDist1	spillRadius1	DmgUpg	dmod1	DPS	weapType2	targs2	showUI2	rangeN2	RngTst2	RngBuff2	atkType2	weapTp2	cool2	mincool2	dice2	sides2	dmgplus2	dmgUp2	mindmg2	avgdmg2	maxdmg2	dmgpt2	backSw2	Farea2	Harea2	Qarea2	Hfact2	Qfact2	splashTargs2	targCount2	damageLoss2	spillDist2	spillRadius2	InBeta
nnht	n1	zz	nether dragon hatchling	3	600	-	0.4	0.5	0	-30	30	0	0	0	_	ground,structure,debris,item,ward	1	600	-	250	pierce	msplash	1.8	-	1	8	24	-	25	28.5	32	0.4	0.5	 - 	 - 	 - 	-	-	ground	1	0	0	0	low	33	15.8333333333333	_	air	1	300	-	250	pierce	msplash	1.8	-	1	4	24	-	25	26.5	28	0.5	0.5	-	-	-	-	-	_	1	0	0	0	0
npfl	n1	zz	Fel Beast	1	500	-	0.4	0.5	0	0	60	0	60	0	WoodMediumBash	ground,structure,debris,item,ward	1	100	-	250	chaos	normal	1.35	-	1	2	13	-	14	14.5	15	0.4	0.3	 - 	 - 	 - 	-	-	_	1	0	0	0	high	11	10.7407407407407	_	_	1	-	-	-	normal	_	-	-	-	-	-	-	 - 	-	 - 	-	-	-	-	-	-	-	_	1	0	0	0	0
ndr1	n1a	sum	DarkMinion1	1	500	-	0.5	0.51	0	0	60	0	60	0	MetalMediumSlice	ground,structure,debris,item,ward	1	90	-	250	normal	normal	2	-	1	2	8	-	9	9.5	10	0.56	0.44	 - 	 - 	 - 	-	-	_	1	0	0	0	low	11	4.75	_	_	1	-	-	-	normal	_	-	-	-	-	-	-	 - 	-	 - 	-	-	-	-	-	-	-	_	1	0	0	0	1
ndr2	n1a	sum	DarkMinion2	1	500	-	0.5	0.51	0	0	60	0	60	0	MetalMediumSlice	ground,structure,debris,item,ward	1	90	-	250	normal	normal	2	-	1	3	14	-	15	16	17	0.56	0.44	 - 	 - 	 - 	-	-	_	1	0	0	0	-	15	8	_	_	1	-	-	-	normal	_	-	-	-	-	-	-	 - 	-	 - 	-	-	-	-	-	-	-	_	1	0	0	0	1
ndr3	n1a	sum	DarkMinion3	1	500	-	0.5	0.51	0	0	60	0	60	0	MetalMediumSlice	ground,structure,debris,item,ward	1	90	-	250	normal	normal	2	-	1	4	15	-	16	17.5	19	0.56	0.44	 - 	 - 	 - 	-	-	_	1	0	0	0	low	18	8.75	_	_	1	-	-	-	normal	_	-	-	-	-	-	-	 - 	-	 - 	-	-	-	-	-	-	-	_	1	0	0	0	1
ngz1	n1a	sum	grizzly bear level 1	1	500	-	0.3	0.51	0	0	60	0	60	0	WoodMediumBash	ground,structure,debris,item,ward	1	128	-	250	normal	normal	1.5	-	1	3	18	-	19	20	21	0.63	0.67	 - 	 - 	 - 	-	-	_	1	0	0	0	high	15	13.3333333333333	_	_	1	-	-	-	normal	_	-	-	-	-	-	-	 - 	-	 - 	-	-	-	-	-	-	-	_	1	0	0	0	1
ngz2	n1a	sum	grizzly bear level 2	1	500	-	0.3	0.51	0	0	60	0	60	0	WoodMediumBash	ground,structure,debris,item,ward	1	128	-	250	normal	normal	1.5	-	1	3	27	-	28	29	30	0.63	0.67	 - 	 - 	 - 	-	-	_	1	0	0	0	high	15	19.3333333333333	_	_	1	-	-	-	normal	_	-	-	-	-	-	-	 - 	-	 - 	-	-	-	-	-	-	-	_	1	0	0	0	1
ngz3	n1a	sum	grizzly bear level 3	1	500	-	0.3	0.51	0	0	60	0	60	0	WoodMediumBash	ground,structure,debris,item,ward	1	128	-	250	normal	normal	1.5	-	1	3	37	-	38	39	40	0.63	0.67	 - 	 - 	 - 	-	-	_	1	0	0	0	high	15	26	_	_	1	-	-	-	normal	_	-	-	-	-	-	-	 - 	-	 - 	-	-	-	-	-	-	-	_	1	0	0	0	1
ngzc	n1a	sum	misha 1	1	500	-	0.3	0.51	0	0	60	0	60	0	WoodMediumBash	ground,structure,debris,item,ward	1	128	-	250	normal	normal	1.5	-	1	4	27	-	28	29.5	31	0.63	0.67	 - 	 - 	 - 	-	-	_	1	0	0	0	high	18	19.6666666666667	_	_	1	-	-	-	normal	_	-	-	-	-	-	-	 - 	-	 - 	-	-	-	-	-	-	-	_	1	0	0	0	0
ngzd	n1a	sum	misha 2	1	500	-	0.3	0.51	0	0	60	0	60	0	WoodMediumBash	ground,structure,debris,item,ward	1	128	-	250	normal	normal	1.5	-	1	4	37	-	38	39.5	41	0.63	0.67	 - 	 - 	 - 	-	-	_	1	0	0	0	high	18	26.3333333333333	_	_	1	-	-	-	normal	_	-	-	-	-	-	-	 - 	-	 - 	-	-	-	-	-	-	-	_	1	0	0	0	0
ngza	n2	sum	misha 3	1	500	-	0.3	0.51	0	0	60	0	60	0	WoodMediumBash	ground,structure,debris,item,ward	1	128	-	250	normal	normal	1.5	-	1	4	45	-	46	47.5	49	0.63	0.67	 - 	 - 	 - 	-	-	_	1	0	0	0	high	18	31.6666666666667	_	_	1	-	-	-	normal	_	-	-	-	-	-	-	 - 	-	 - 	-	-	-	-	-	-	-	_	1	0	0	0	0
ngz4	n1a	sum	misha 4	1	500	-	0.3	0.51	0	0	60	0	60	0	WoodMediumBash	ground,structure,debris,item,ward	1	128	-	250	normal	normal	1.5	-	2	6	57	-	59	64	69	0.63	0.67	 - 	 - 	 - 	-	-	_	1	0	0	0	high	22	42.6666666666667	_	_	1	-	-	-	normal	_	-	-	-	-	-	-	 - 	-	 - 	-	-	-	-	-	-	-	_	1	0	0	0	0
npn1	n1	zz	Fire pandaren split	1	500	-	0.5	0.51	0	0	60	0	90	0	WoodHeavyBash	ground,structure,debris,item,ward	1	128	-	250	normal	normal	1.35	-	2	8	66	-	68	75	82	0.3	0.3	 - 	 - 	 - 	-	-	_	1	0	0	0	high	29	55.5555555555556	_	_	1	-	-	-	normal	_	-	-	-	-	-	-	 - 	-	 - 	-	-	-	-	-	-	-	_	1	0	0	0	1
npn2	n1a	zz	Wind pandaren split	1	600	-	0.4	0.5	0	0	60	0	60	0	_	ground,structure,air,debris,item,ward	1	500	-	250	pierce	missile	1.5	-	2	5	47	-	49	53	57	0.4	0.77	 - 	 - 	 - 	-	-	_	1	0	0	0	high	19	35.3333333333333	_	_	1	-	-	-	normal	_	-	-	-	-	-	-	 - 	-	 - 	-	-	-	-	-	-	-	_	1	0	0	0	1
npn3	n1a	zz	Earth pandaren split	1	500	-	0.4	0.5	0	0	60	0	60	0	WoodHeavyBash	ground,structure,debris,item,ward	1	128	-	250	normal	normal	1.35	-	2	5	47	-	49	53	57	0.3	0.3	 - 	 - 	 - 	-	-	_	1	0	0	0	high	19	39.2592592592593	_	_	1	-	-	-	normal	_	-	-	-	-	-	-	 - 	-	 - 	-	-	-	-	-	-	-	_	1	0	0	0	1
npn4	n1	zz	Fire pandaren split2	1	500	-	0.5	0.51	0	0	60	0	90	0	WoodHeavyBash	ground,structure,debris,item,ward	1	128	-	250	normal	normal	1.35	-	3	6	75	-	78	85.5	93	0.3	0.3	 - 	 - 	 - 	-	-	_	1	0	0	0	high	19	63.3333333333333	_	_	1	-	-	-	normal	_	-	-	-	-	-	-	 - 	-	 - 	-	-	-	-	-	-	-	_	1	0	0	0	1
npn5	n1a	zz	Wind pandaren split2	1	600	-	0.4	0.5	0	0	60	0	60	0	_	ground,structure,air,debris,item,ward	1	500	-	250	pierce	missile	1.5	-	3	4	52	-	55	59.5	64	0.4	0.77	 - 	 - 	 - 	-	-	_	1	0	0	0	high	13	39.6666666666667	_	_	1	-	-	-	normal	_	-	-	-	-	-	-	 - 	-	 - 	-	-	-	-	-	-	-	_	1	0	0	0	1
npn6	n1a	zz	Earth pandaren split2	1	500	-	0.4	0.5	0	0	60	0	60	0	WoodHeavyBash	ground,structure,debris,item,ward	1	128	-	250	normal	normal	1.35	-	3	4	52	-	55	59.5	64	0.3	0.3	 - 	 - 	 - 	-	-	_	1	0	0	0	high	13	44.0740740740741	_	_	1	-	-	-	normal	_	-	-	-	-	-	-	 - 	-	 - 	-	-	-	-	-	-	-	_	1	0	0	0	1
npng	n1a	zz	Penguin	0	500	-	0.4	0.5	0	0	60	0	60	0	_	_	1	-	-	-	normal	_	0	-	-	-	-	-	 - 	-	 - 	-	-	 - 	 - 	 - 	-	-	_	1	0	0	0	NaN	NaN	NaN	_	_	1	-	-	-	normal	_	-	-	-	-	-	-	 - 	-	 - 	-	-	-	-	-	-	-	_	1	0	0	0	0
nqb2	n1a	sum	quillbeast 2	1	600	-	0.3	0.51	0	0	60	0	60	0	_	ground,structure,debris,air,item,ward	1	550	-	250	pierce	missile	1.5	-	2	3	24	-	26	28	30	0.5	0.67	 - 	 - 	 - 	-	-	_	1	0	0	0	high	13	18.6666666666667	_	_	1	-	-	-	normal	_	-	-	-	-	-	-	 - 	-	 - 	-	-	-	-	-	-	-	_	1	0	0	0	1
nqb3	n1a	sum	quillbeast 3	1	600	-	0.3	0.51	0	0	60	0	60	0	_	ground,structure,debris,air,item,ward	1	550	-	250	pierce	msplash	1.5	-	3	3	36	-	39	42	45	0.633	0.337	25	75	125	0.3	0.15	ground,air,structure,debris,enemy	1	0	0	0	high	11	28	_	_	1	-	-	-	normal	_	-	-	-	-	-	-	 - 	-	 - 	-	-	-	-	-	-	-	_	1	0	0	0	1
nqb4	n1a	sum	quillbeast 4	1	600	-	0.3	0.51	0	0	60	0	60	0	_	ground,structure,debris,air,item,ward	1	550	-	250	pierce	msplash	1.5	-	4	3	48	-	52	56	60	0.633	0.337	100	125	175	0.4	0.25	ground,air,structure,debris,enemy	1	0	0	0	high	9	37.3333333333333	_	_	1	-	-	-	normal	_	-	-	-	-	-	-	 - 	-	 - 	-	-	-	-	-	-	-	_	1	0	0	0	1
nqbh	n1a	zz	quillboar hunter	1	500	-	0.3	0.51	0	0	60	0	60	0	_	ground,structure,debris,air,item,ward	1	500	-	250	pierce	missile	1.6	-	1	5	20	-	21	23	25	0.6	0.3	 - 	 - 	 - 	-	-	_	1	0	0	0	low	22	14.375	_	_	1	-	-	-	normal	_	-	-	-	-	-	-	 - 	-	 - 	-	-	-	-	-	-	-	_	1	0	0	0	1
nwe1	n1a	sum	war eagle 1	0	-	-	0.3	0.51	0	0	60	0	60	0	_	_	1	-	-	-	normal	_	-	-	-	-	-	-	 - 	-	 - 	-	-	 - 	 - 	 - 	-	-	_	-	0	0	0	NaN	NaN	NaN	_	_	1	-	-	-	normal	_	-	-	-	-	-	-	 - 	-	 - 	-	-	-	-	-	-	-	_	1	0	0	0	1
nwe2	n1a	sum	war eagle 2	1	500	-	0.3	0.51	0	0	60	0	60	0	_	ground,structure,debris,air,item,ward	1	300	-	250	magic	msplash	1.5	-	1	5	20	-	21	23	25	0.5	0.67	25	50	75	0	0	ground,air,structure,debris,enemy	1	0	0	0	low	22	15.3333333333333	_	_	1	-	-	-	normal	_	-	-	-	-	-	-	 - 	-	 - 	-	-	-	-	-	-	-	_	1	0	0	0	1
nwe3	n1a	sum	war eagle 3	1	500	-	0.3	0.51	0	0	60	0	60	0	_	ground,structure,debris,air,item,ward	1	300	-	250	magic	msplash	1.5	-	3	4	45	-	48	52.5	57	0.5	0.67	25	50	75	0	0	ground,air,structure,debris,enemy	1	0	0	0	high	13	35	_	_	1	-	-	-	normal	_	-	-	-	-	-	-	 - 	-	 - 	-	-	-	-	-	-	-	_	1	0	0	0	1
nadk	n2	zz	blue drake	3	500	-	1	0.51	0	100	-20	0	40	0	_	ground,structure,debris,item,ward	1	500	-	250	pierce	msplash	1.8	-	1	12	30	-	31	36.5	42	0.94	0.56	 - 	 - 	 - 	-	-	_	1	0	0	0	low	48	20.2777777777778	_	air	1	300	-	250	pierce	msplash	1.8	-	1	8	40	-	41	44.5	48	0.94	0.56	-	-	-	-	-	_	1	0	0	0	1
nadr	n2	zz	blue dragon	3	500	-	1	0.51	0	120	-20	0	60	0	_	ground,structure,debris,item,ward	1	500	-	250	chaos	msplash	1.5	-	3	12	42	-	45	61.5	78	0.94	0.56	75	150	225	0.5	0.25	ground	1	0	0	0	high	35	41	_	air	1	300	-	250	chaos	msplash	1.5	-	3	9	58	-	61	73	85	0.94	0.56	-	-	-	-	-	_	1	0	0	0	1
nadw	n2	zz	blue dragon whelp	3	600	-	0.47	0.51	0	60	-10	0	0	0	_	ground,structure,debris,item,ward	1	600	-	250	pierce	msplash	1.8	-	1	8	22	-	23	26.5	30	0.94	0.56	 - 	 - 	 - 	-	-	ground	1	0	0	0	low	33	14.7222222222222	_	air	1	300	-	250	pierce	msplash	1.8	-	1	4	20	-	21	22.5	24	0.94	0.56	-	-	-	-	-	_	1	0	0	0	1
nahy	n2	zz	ancient hydra	1	500	-	0.75	0.51	70	200	200	0	100	0	_	ground,structure,debris,item,ward,air	1	500	-	250	chaos	missile	1.5	-	2	11	75	-	77	87	97	0.7	0.3	50	150	250	0.5	0.25	ground,structure,debris	1	0	0	0	high	38	58	_	_	1	-	-	-	normal	_	-	-	-	-	-	-	 - 	-	 - 	-	-	-	-	-	-	-	_	1	0	0	0	1
nanb	n2	zz	barbed arachnathid	1	650	-	0	0.51	0	0	60	0	60	0	_	ground,structure,debris,air,item,ward	1	600	-	250	pierce	missile	1.6	-	1	3	12	-	13	14	15	0.53	0.47	 - 	 - 	 - 	-	-	_	1	0	0	0	low	15	8.75	_	_	1	-	-	-	normal	_	-	-	-	-	-	-	 - 	-	 - 	-	-	-	-	-	-	-	_	1	0	0	0	0
nanm	n2	zz	barbed arachnathid(merc)	1	650	-	0	0.51	0	0	60	0	60	0	_	ground,structure,debris,air,item,ward	1	600	-	250	pierce	missile	1.6	-	1	3	12	-	13	14	15	0.53	0.47	 - 	 - 	 - 	-	-	_	1	0	0	0	low	15	8.75	_	_	1	-	-	-	normal	_	-	-	-	-	-	-	 - 	-	 - 	-	-	-	-	-	-	-	_	1	0	0	0	0
nanc	n2	zz	crystal arachnathid	1	500	-	0	0.51	0	0	60	0	100	0	MetalMediumChop	ground,structure,debris,item,ward	1	100	-	250	normal	normal	1.35	-	1	2	9	-	10	10.5	11	0.53	0.47	 - 	 - 	 - 	-	-	_	1	0	0	0	low	11	7.77777777777778	_	_	1	-	-	-	normal	_	-	-	-	-	-	-	 - 	-	 - 	-	-	-	-	-	-	-	_	1	0	0	0	0
nane	n2	zz	arachnathid earth-borer	1	600	-	0	0.51	0	0	60	0	60	0	_	ground,structure,debris,air,item,ward	1	500	-	250	pierce	missile	1.6	-	1	6	23	-	24	26.5	29	0.53	0.47	 - 	 - 	 - 	-	-	_	1	0	0	0	low	26	16.5625	_	_	1	-	-	-	normal	_	-	-	-	-	-	-	 - 	-	 - 	-	-	-	-	-	-	-	_	1	0	0	0	0
nano	n2	zz	arachnathid overlord	1	500	-	0	0.51	0	0	60	0	100	0	MetalMediumChop	ground,structure,debris,item,ward	1	100	-	250	normal	normal	1.35	-	1	4	23	-	24	25.5	27	0.53	0.47	 - 	 - 	 - 	-	-	_	1	0	0	0	high	18	18.8888888888889	_	_	1	-	-	-	normal	_	-	-	-	-	-	-	 - 	-	 - 	-	-	-	-	-	-	-	_	1	0	0	0	0
nanw	n2	zz	arachnathid warrior	1	500	-	0	0.51	0	0	60	0	100	0	MetalMediumChop	ground,structure,debris,item,ward	1	100	-	250	normal	normal	1.35	-	1	2	13	-	14	14.5	15	0.53	0.47	 - 	 - 	 - 	-	-	_	1	0	0	0	high	11	10.7407407407407	_	_	1	-	-	-	normal	_	-	-	-	-	-	-	 - 	-	 - 	-	-	-	-	-	-	-	_	1	0	0	0	0
narg	n2	zz	battle golem	1	500	-	0.47	0.56	0	0	60	0	100	0	MetalHeavyBash	ground,structure,debris,item,ward	1	100	-	250	normal	normal	1.35	-	1	2	10	-	11	11.5	12	0.3	0.3	 - 	 - 	 - 	-	-	_	1	0	0	0	low	11	8.51851851851852	_	_	1	-	-	-	normal	_	-	-	-	-	-	-	 - 	-	 - 	-	-	-	-	-	-	-	_	1	0	0	0	1
nass	n2	zz	assassin	1	500	-	0.5	0.51	0	0	60	0	60	0	_	ground,structure,debris,air,item,ward	1	500	-	250	pierce	missile	1.6	-	1	6	24	-	25	27.5	30	0.3	0.3	 - 	 - 	 - 	-	-	_	1	0	0	0	-	26	17.1875	_	_	1	-	-	-	normal	_	-	-	-	-	-	-	 - 	-	 - 	-	-	-	-	-	-	-	_	1	0	0	0	1
nbal	n2	zz	Doom Guard	3	600	-	0.5	0.51	0	0	60	0	90	0	_	air	1	600	-	250	chaos	msplash	1.8	-	1	8	40	-	41	44.5	48	0.5	0.7	50	150	250	0.5	0.25	ground,structure,debris,air	1	0	0	0	high	33	24.7222222222222	MetalHeavySlice	ground,structure,debris,item,ward	1	128	-	250	chaos	normal	1.35	-	1	8	34	-	35	35	38.5	0.5	0.7	-	-	-	-	-	_	1	0	0	0	1
nba2	n2	zz	Doom Guard(summoned)	3	600	-	0.5	0.51	0	0	60	0	90	0	_	air	1	600	-	250	chaos	msplash	1.8	-	1	8	40	-	41	44.5	48	0.5	0.7	50	150	250	0.5	0.25	ground,structure,debris,air	1	0	0	0	high	33	24.7222222222222	MetalHeavySlice	ground,structure,debris,item,ward	1	128	-	250	chaos	normal	1.35	-	1	8	34	-	35	35	38.5	0.5	0.7	-	-	-	-	-	_	1	0	0	0	1
nban	n2	zz	bandit	1	500	-	0.5	0.51	0	0	60	0	60	0	MetalMediumChop	ground,structure,debris,item,ward	1	100	-	250	normal	normal	1.35	-	1	2	9	-	10	10.5	11	0.3	0.3	 - 	 - 	 - 	-	-	_	1	0	0	0	low	11	7.77777777777778	_	_	1	-	-	-	normal	_	-	-	-	-	-	-	 - 	-	 - 	-	-	-	-	-	-	-	_	1	0	0	0	1
nbda	n2	zz	blue dragonspawn apprentice	1	500	-	0.5	0.67	175	0	95	0	60	0	WoodHeavyBash	ground,structure,debris,item,ward	1	100	-	250	normal	normal	1.8	-	1	7	27	-	28	31	34	0.83	0.5	 - 	 - 	 - 	-	-	_	1	0	0	0	-	29	17.2222222222222	_	_	1	-	-	-	normal	_	-	-	-	-	-	-	 - 	-	 - 	-	-	-	-	-	-	-	_	1	0	0	0	0
nbdk	n2	zz	black drake	3	500	-	1	0.51	0	60	-20	0	60	0	_	ground,structure,debris,item,ward	1	500	-	250	pierce	msplash	1.8	-	1	12	33	-	34	39.5	45	0.94	0.56	 - 	 - 	 - 	-	-	_	1	0	0	0	low	48	21.9444444444444	_	air	1	300	-	250	pierce	msplash	1.8	-	1	8	48	-	49	52.5	56	0.94	0.56	-	-	-	-	-	_	1	0	0	0	1
nbdm	n2	zz	blue dragonspawn meddler	1	500	-	0.5	0.51	0	0	60	0	60	0	WoodHeavyBash	ground,structure,debris,item,ward	1	100	-	250	normal	normal	1.35	-	1	2	11	-	12	12.5	13	0.83	0.5	 - 	 - 	 - 	-	-	_	1	0	0	0	-	-	9.25925925925926	_	_	1	-	-	-	normal	_	-	-	-	-	-	-	 - 	-	 - 	-	-	-	-	-	-	-	_	1	0	0	0	0
nbdo	n2	zz	blue dragonspawn overseer	1	500	-	0.5	0.51	0	0	60	0	60	0	WoodHeavyBash	ground,structure,debris,item,ward	1	100	-	250	chaos	normal	1.35	-	1	7	48	-	49	52	55	0.83	0.5	 - 	 - 	 - 	-	-	_	1	0	0	0	high	29	38.5185185185185	_	_	1	-	-	-	normal	_	-	-	-	-	-	-	 - 	-	 - 	-	-	-	-	-	-	-	_	1	0	0	0	0
nbdr	n2	zz	black dragon whelp	3	600	-	0.47	0.51	0	90	-20	0	0	0	_	ground,structure,debris,item,ward	1	600	-	250	pierce	missile	1.8	-	1	8	24	-	25	28.5	32	0.94	0.56	 - 	 - 	 - 	-	-	ground	1	0	0	0	low	33	15.8333333333333	_	air	1	300	-	250	pierce	missile	1.8	-	1	4	24	-	25	26.5	28	0.94	0.56	-	-	-	-	-	_	1	0	0	0	1
nbds	n2	zz	blue dragonspawn sorceror	1	500	-	0.5	0.67	175	0	95	0	60	0	WoodHeavyBash	ground,structure,debris,item,ward	1	100	-	250	normal	normal	1.35	-	1	6	28	-	29	31.5	34	0.83	0.5	 - 	 - 	 - 	-	-	_	1	0	0	0	-	26	23.3333333333333	_	_	1	-	-	-	normal	_	-	-	-	-	-	-	 - 	-	 - 	-	-	-	-	-	-	-	_	1	0	0	0	0
nbdw	n2	zz	blue dragonspawn warrior	1	500	-	0.5	0.51	0	0	60	0	60	0	WoodHeavyBash	ground,structure,debris,item,ward	1	100	-	250	normal	normal	1.35	-	1	4	23	-	24	25.5	27	0.83	0.5	 - 	 - 	 - 	-	-	_	1	0	0	0	high	18	18.8888888888889	_	_	1	-	-	-	normal	_	-	-	-	-	-	-	 - 	-	 - 	-	-	-	-	-	-	-	_	1	0	0	0	0
nbld	n2	zz	bandit lord	1	500	-	0.5	0.51	0	0	60	0	100	0	MetalMediumChop	ground,structure,debris,item,ward	1	100	-	250	chaos	normal	1.35	-	1	6	38	-	39	41.5	44	0.5	0.3	 - 	 - 	 - 	-	-	_	1	0	0	0	high	26	30.7407407407407	_	_	1	-	-	-	normal	_	-	-	-	-	-	-	 - 	-	 - 	-	-	-	-	-	-	-	_	1	0	0	0	1
nbnb	n2	zz	barbed arachnathid burrowed (merc)	0	500	-	0	0.51	0	0	60	0	60	0	_	_	1	-	-	-	normal	_	0	-	-	-	-	-	 - 	-	 - 	-	-	 - 	 - 	 - 	-	-	_	1	0	0	0	NaN	NaN	NaN	_	_	1	-	-	-	normal	_	-	-	-	-	-	-	 - 	-	 - 	-	-	-	-	-	-	-	_	1	0	0	0	0
nbot	n2	zz	transport ship	0	-	-	-	0.51	0	0	60	0	60	0	_	_	1	-	-	-	normal	_	-	-	-	-	-	-	 - 	-	 - 	-	-	 - 	 - 	 - 	-	-	_	-	0	0	0	NaN	NaN	NaN	_	_	1	-	-	-	normal	_	-	-	-	-	-	-	 - 	-	 - 	-	-	-	-	-	-	-	_	1	0	0	0	1
nbrg	n2	zz	brigand	1	600	-	0.5	0.51	0	0	60	0	60	0	_	ground,structure,debris,air,item,ward	1	500	-	250	pierce	missile	1.6	-	1	4	16	-	17	18.5	20	0.3	0.3	 - 	 - 	 - 	-	-	_	1	0	0	0	low	18	11.5625	_	_	1	-	-	-	normal	_	-	-	-	-	-	-	 - 	-	 - 	-	-	-	-	-	-	-	_	1	0	0	0	1
nbwm	n2	zz	black dragon	3	500	-	1	0.51	0	120	-30	0	60	0	_	ground,structure,debris,item,ward	1	500	-	250	chaos	msplash	1.5	-	3	12	45	-	48	64.5	81	0.94	0.56	50	150	250	0.5	0.25	ground,structure,debris	1	0	0	0	high	35	43	_	air	1	300	-	250	chaos	missile	1.5	-	3	9	67	-	70	82	94	0.94	0.56	-	-	-	-	-	_	1	0	0	0	1
nbzd	n2	zz	bronze dragon	3	500	-	1	0.51	0	160	-50	0	60	0	_	ground,structure,debris,item,ward	1	500	-	250	chaos	msplash	1.5	-	3	12	45	-	48	64.5	81	0.94	0.56	75	150	225	0.5	0.25	ground	1	0	0	0	high	35	43	_	air	1	300	-	250	chaos	msplash	1.5	-	3	9	67	-	70	82	94	0.94	0.56	-	-	-	-	-	_	1	0	0	0	1
nbzk	n2	zz	bronze drake	3	500	-	1	0.51	0	120	-30	0	60	0	_	ground,structure,debris,item,ward	1	500	-	250	pierce	msplash	1.8	-	1	12	33	-	34	39.5	45	0.94	0.56	 - 	 - 	 - 	-	-	_	1	0	0	0	low	48	21.9444444444444	_	air	1	300	-	250	pierce	msplash	1.8	-	1	8	48	-	49	52.5	56	0.94	0.56	-	-	-	-	-	_	1	0	0	0	1
nbzw	n2	zz	bronze dragon whelp	3	600	-	0.47	0.51	0	60	-20	0	0	0	_	ground,structure,debris,item,ward	1	600	-	250	pierce	msplash	1.8	-	1	8	24	-	25	28.5	32	0.94	0.56	 - 	 - 	 - 	-	-	ground	1	0	0	0	low	33	15.8333333333333	_	air	1	300	-	250	pierce	msplash	1.8	-	1	4	24	-	25	26.5	28	0.94	0.56	-	-	-	-	-	_	1	0	0	0	1
ncea	n2	zz	CentaurArcher	1	600	-	0.5	0.51	0	0	60	0	100	0	_	ground,structure,debris,air,item,ward	1	500	-	250	pierce	missile	1.6	-	1	4	16	-	17	18.5	20	0.3	0.3	 - 	 - 	 - 	-	-	_	1	0	0	0	low	18	11.5625	_	_	1	-	-	-	normal	_	-	-	-	-	-	-	 - 	-	 - 	-	-	-	-	-	-	-	_	1	0	0	0	1
ncen	n2	zz	Centaur outrunner	1	500	-	0.5	0.51	0	0	60	0	100	0	MetalMediumChop	ground,structure,debris,item,ward	1	100	-	250	normal	normal	1.35	-	1	4	17	-	18	19.5	21	0.5	0.3	 - 	 - 	 - 	-	-	_	1	0	0	0	-	18	14.4444444444444	_	_	1	-	-	-	normal	_	-	-	-	-		-	 - 	-	 - 	-	-	-	-	-	-	-	_	1	0	0	0	1
ncer	n2	zz	centaur drudge	1	500	-	0.5	0.51	0	0	60	0	100	0	MetalMediumChop	ground,structure,debris,item,ward	1	100	-	250	normal	normal	1.35	-	1	2	11	-	12	12.5	13	0.5	0.3	 - 	 - 	 - 	-	-	_	1	0	0	0	-	-	9.25925925925926	_	_	1	-	-	-	normal	_	-	-	-	-		-	 - 	-	 - 	-	-	-	-	-	-	-	_	1	0	0	0	1
ncfs	n2	zz	watery minion cliffrunner	1	500	-	0.55	0.51	0	0	60	0	60	0	MetalMediumChop	ground,structure,debris,item,ward	1	100	-	250	normal	normal	1.35	-	1	2	9	-	10	10.5	11	0.38	0.6	 - 	 - 	 - 	-	-	_	1	0	0	0	low	11	7.77777777777778	_	_	1	-	-	-	normal	_	-	-	-	-	-	-	 - 	-	 - 	-	-	-	-	-	-	-	_	1	0	0	0	0
ncim	n2	zz	Centaur impaler	1	500	-	0.5	0.51	0	0	60	0	100	0	_	ground,structure,debris,air,item,ward	1	500	-	250	pierce	missile	1.6	-	1	6	24	-	25	27.5	30	0.3	0.3	 - 	 - 	 - 	-	-	_	1	0	0	0	-	26	17.1875	_	_	1	-	-	-	normal	_	-	-	-	-		-	 - 	-	 - 	-	-	-	-	-	-	-	_	1	0	0	0	1
ncks	n2	zz	centaur sorceror	1	600	-	0.5	0.51	0	0	60	0	100	0	_	ground,structure,debris,air,item,ward	1	600	-	250	pierce	missile	1.8	-	1	10	27	-	28	32.5	37	0.3	0.3	 - 	 - 	 - 	-	-	_	1	0	0	0	low	40	18.0555555555556	_	_	1	-	-	-	normal	_	-	-	-	-	-	-	 - 	-	 - 	-	-	-	-	-	-	-	_	1	0	0	0	1
ncnk	n2	zz	centaur khan	1	500	-	0.5	0.51	0	0	60	0	100	0	MetalMediumChop	ground,structure,debris,item,ward	1	100	-	250	chaos	normal	1.35	-	1	7	48	-	49	52	55	0.3	0.3	 - 	 - 	 - 	-	-	_	1	0	0	0	high	29	38.5185185185185	_	_	1	-	-	-	normal	_	-	-	-	-	-	-	 - 	-	 - 	-	-	-	-	-	-	-	_	1	0	0	0	1
ndqn	n2	zz	succubus	1	500	-	0.6	0.2	0	0	60	0	60	0	MetalMediumChop	ground,structure,debris,item,ward	1	100	-	250	normal	normal	1.35	-	1	3	14	-	15	16	17	0.33	0.64	 - 	 - 	 - 	-	-	_	1	0	0	0	-	15	11.8518518518519	_	_	1	-	-	-	normal	_	-	-	-	-	-	-	 - 	-	 - 	-	-	-	-	-	-	-	_	1	0	0	0	0
